post_time,text,retweet,Photo/Link_Normalized,Photo/Link,Photo,Link,No_Photo/Link_Normalized,hours,Hastag_Count,text1,compound_score,positive_score,neutral_score,negative_score
Wed Apr 17 13:53:05 +0000 2019,Precision maps are bringing us closer to the day when malaria is gone forever. https://t.co/mxqN60hOJN,564,1,1,0,1,0,13,0,precision maps bringing us closer day malaria gone forever,0.0,0.0,1.0,0.0
Tue Apr 16 16:57:00 +0000 2019,Why I would rather encounter a shark in the wild than a mosquito: https://t.co/6CrnkJ6f31 #MosquitoWeek https://t.co/uB5YFPLgzO,1661,1,2,1,1,0,16,1,would rather encounter shark wild mosquito mosquitoweek,0.0,0.0,1.0,0.0
Tue Apr 16 14:18:28 +0000 2019,I’m proud that @Microsoft is one of the many companies taking action to fight climate change and excited about its leadership in using AI to accelerate progress on these challenges. https://t.co/psSwcQms3M,736,1,1,0,1,0,14,0,proud microsoft many companies taking action fight climate change excited leadership using ai accelerate progress challenges,0.7184,0.414,0.474,0.112
Mon Apr 15 17:18:33 +0000 2019,"To kick off #MosquitoWeek, I wrote about the world’s deadliest shapeshifter (and what scientists are learning about how to beat it). https://t.co/EOR9vx1M20",382,1,1,0,1,0,17,1,kick mosquitoweek wrote worlds deadliest shapeshifter scientists learning beat,0.0,0.0,1.0,0.0
Mon Apr 15 17:18:33 +0000 2019,"Shapeshifters are not just the stuff of science fiction, though. We have them right here on earth.",229,1,1,0,1,0,17,0,shapeshifters stuff science fiction though right earth,0.0,0.0,1.0,0.0
Mon Apr 15 17:18:32 +0000 2019,There’s an epic scene at the end where Spock has to figure out which one is the impostor. https://t.co/yOSI4WyneG,78,1,1,0,1,0,17,0,theres epic scene end spock figure impostor,0.0,0.0,1.0,0.0
Mon Apr 15 17:18:32 +0000 2019,"As a teenager, I remember watching an episode of the original Star Trek where the bad guy is a shapeshifter who turns himself into a second Captain Kirk.",69,1,1,0,1,0,17,0,teenager remember watching episode original star trek bad guy shapeshifter turns second captain kirk,-0.296,0.129,0.674,0.197
Mon Apr 15 17:18:32 +0000 2019,"When I was younger, I loved science fiction. The author I read the most was Robert Heinlein (“The Moon Is a Harsh Mistress” was a favorite).",617,1,1,0,1,0,17,0,younger loved science fiction author read robert heinlein moon harsh mistress favorite,0.6124,0.367,0.479,0.154
Sun Apr 14 20:48:00 +0000 2019,They're back... #MosquitoWeek https://t.co/4vt2Vt3fGN,725,1,2,1,1,0,20,1,theyre back mosquitoweek,0.0,0.0,1.0,0.0
Sun Apr 14 16:35:52 +0000 2019,Young Africans will shape the future of not just their own communities but the entire world. https://t.co/8h83nylCgw,1416,1,1,0,1,0,16,0,young africans shape future communities entire world,0.0,0.0,1.0,0.0
Fri Apr 12 22:13:01 +0000 2019,Melinda and I were honored to join President Bush and Laura Bush @TheBushCenter. Their leadership of programs like @PEPFAR has helped save millions of lives around the world. https://t.co/hgenuuOk5j,432,1,2,1,1,0,22,0,melinda honored join president bush laura bush thebushcenter leadership programs like pepfar helped save millions lives around world,0.8934,0.455,0.545,0.0
Fri Apr 12 13:53:32 +0000 2019,I would say this even if I weren’t married to the author: @melindagates’s new book “The Moment of Lift” is a terrific read. You can see for yourself by downloading a free excerpt: https://t.co/BdQoC5LiIv https://t.co/Wa2GwCio4H,358,1,2,1,1,0,13,0,would say even werent married author melindagatess new book moment lift terrific read see downloading free excerpt,0.7506,0.299,0.701,0.0
Wed Apr 10 12:04:00 +0000 2019,I’ve learned so much from Melinda over the years and I’m delighted she is now sharing her insights with the rest of the world: https://t.co/FPw5nIAoGm https://t.co/l1vrbbw5qD,718,1,2,1,1,0,12,0,ive learned much melinda years delighted sharing insights rest world,0.7269,0.433,0.567,0.0
Tue Apr 09 17:15:54 +0000 2019,"I’ve recommended a lot of books over the years, but The #MomentofLift is particularly special to me… https://t.co/E2ZbzXSCU5",280,1,1,0,1,0,17,1,ive recommended lot books years momentoflift particularly special,0.5849,0.444,0.556,0.0
Tue Apr 09 17:15:54 +0000 2019,"It also includes insights about our marriage, the path we took to become equals in our work, and how she has helped me grow as a father and husband.",219,1,1,0,1,0,17,0,also includes insights marriage path took become equals work helped grow father husband,0.0,0.0,1.0,0.0
Tue Apr 09 17:15:54 +0000 2019,She shares her personal journey from private citizen to public advocate -- including how she pushed our foundation to focus more on women’s empowerment.,88,1,1,0,1,0,17,0,shares personal journey private citizen public advocate including pushed foundation focus womens empowerment,0.296,0.155,0.845,0.0
Tue Apr 09 17:15:53 +0000 2019,"“The Moment of Lift” is a wise, honest, and beautifully written book about how empowering women lifts up everyone.",93,1,1,0,1,0,17,0,moment lift wise honest beautifully written book empowering women lifts everyone,0.8779,0.558,0.442,0.0
Tue Apr 09 17:15:53 +0000 2019,".@melindagates is the most important person in my life: an amazing partner, wife, mother, and friend (and now accomplished author!). Her new book is a terrific read that will leave you feeling enlightened and inspired: https://t.co/iCWebQwSH1 https://t.co/CdBwQQb0QA",1372,1,2,1,1,0,17,0,melindagates important person life amazing partner wife mother friend accomplished author new book terrific read leave feeling enlightened inspired,0.9661,0.67,0.295,0.035
Sun Apr 07 17:05:00 +0000 2019,"Of the many uses for AI, I’m particularly excited about how it can help improve the lives of the world’s poorest. https://t.co/JFoLoWJPEL",1288,1,1,0,1,0,17,0,many uses ai particularly excited help improve lives worlds poorest,0.6525,0.482,0.327,0.191
Fri Apr 05 12:07:01 +0000 2019,"In the future, identifying your risk of developing Alzheimer’s could be as simple as speaking into an app on your phone: https://t.co/6BJKeQkjUk https://t.co/R6BNQagErr",797,1,2,1,1,0,12,0,future identifying risk developing alzheimers could simple speaking app phone,-0.2732,0.0,0.811,0.189
Thu Apr 04 21:27:38 +0000 2019,"When Paul and I founded @Microsoft together, we were confident that computers would change the world. But we never could have imagined how much fun we would have along the way. https://t.co/YZ3l4z94ao",2460,1,1,0,1,0,21,0,paul founded microsoft together confident computers would change world never could imagined much fun would along way,0.7579,0.302,0.698,0.0
Thu Apr 04 15:01:02 +0000 2019,Reducing greenhouse gas emissions from buildings is one of the five biggest challenges in the fight against climate change. I love that architects are looking to nature to find solutions. https://t.co/VXVuuCtOVY,819,1,1,0,1,0,15,0,reducing greenhouse gas emissions buildings five biggest challenges fight climate change love architects looking nature find solutions,0.5574,0.316,0.57,0.114
Wed Apr 03 14:27:00 +0000 2019,Most Americans want to know if they will get Alzheimer’s as early as possible. That’s an important insight for scientists as they work to improve diagnostic tools. https://t.co/Iz4ZBK4MZu,490,1,1,0,1,0,14,0,americans want know get alzheimers early possible thats important insight scientists work improve diagnostic tools,0.6124,0.333,0.667,0.0
Tue Apr 02 19:19:33 +0000 2019,"Thanks to major breakthroughs over the last several years, we’re closer than ever to having a reliable, affordable, and easy-to-use way to diagnose Alzheimer’s. https://t.co/Ba7l79tPMR",1120,1,1,0,1,0,19,0,thanks major breakthroughs last several years closer ever reliable affordable easytouse way diagnose alzheimers,0.4404,0.182,0.818,0.0
Sun Mar 31 17:57:57 +0000 2019,This surprised me: there’s more carbon in soil than in the atmosphere and all plant life combined. Here’s what that means for how we fight climate change: https://t.co/i1vPN7G3Sn https://t.co/iDv16zaMh1,1605,1,2,1,1,0,17,0,surprised theres carbon soil atmosphere plant life combined heres means fight climate change,-0.1779,0.123,0.71,0.168
Fri Mar 29 13:49:34 +0000 2019,Pivot Bio has developed an alternative to synthetic fertilizer that could help transform farming and reduce greenhouse gas emissions: https://t.co/3keIlFe2MR https://t.co/iAdaBmKFVI,1295,1,2,1,1,0,13,0,pivot bio developed alternative synthetic fertilizer could help transform farming reduce greenhouse gas emissions,0.4019,0.172,0.828,0.0
Thu Mar 28 20:28:54 +0000 2019,I’m thrilled that senators from both sides of the aisle have come together to support advanced nuclear. This is exactly the kind of leadership our country needs to both solve the climate challenge and reassert our leadership in this important industry.,690,1,1,0,1,0,20,0,thrilled senators sides aisle come together support advanced nuclear exactly kind leadership country needs solve climate challenge reassert leadership important industry,0.9169,0.532,0.468,0.0
Thu Mar 28 20:28:54 +0000 2019,"Nuclear energy is one of these critical technologies. It’s ideal for dealing with climate change, because it is the only carbon-free, scalable energy source that’s available 24 hours a day.",1894,1,1,0,1,0,20,0,nuclear energy critical technologies ideal dealing climate change carbonfree scalable energy source thats available 24 hours day,0.6486,0.332,0.568,0.1
Thu Mar 28 20:28:54 +0000 2019,"To prevent the worst effects of climate change, we need to reach near-zero emissions on all the things that drive it—agriculture, electricity, manufacturing, transportation, and buildings—by investing in innovation across all sectors while deploying low cost renewables.",307,1,1,0,1,0,20,0,prevent worst effects climate change need reach nearzero emissions things drive itagriculture electricity manufacturing transportation buildingsby investing innovation across sectors deploying low cost renewables,-0.5267,0.16,0.633,0.207
Thu Mar 28 20:28:54 +0000 2019,"Yesterday, a bipartisan group of leaders in the U.S. Senate introduced the Nuclear Energy Leadership Act, which establishes an ambitious plan to accelerate the development of advanced nuclear reactor technologies. I can’t overstate how important this is. https://t.co/tRovGTm2sg",3151,1,1,0,1,0,20,0,yesterday bipartisan group leaders us senate introduced nuclear energy leadership act establishes ambitious plan accelerate development advanced nuclear reactor technologies cant overstate important,0.6816,0.259,0.684,0.057
Wed Mar 27 16:20:19 +0000 2019,RT @gatesfoundation: We’re celebrating the anniversary of an incredible public health achievement - 5 years since the entire South-East Asi…,315,1,1,0,1,0,16,0,rt gatesfoundation celebrating anniversary incredible public health achievement 5 years since entire southeast asi,0.5719,0.236,0.764,0.0
Tue Mar 26 18:22:43 +0000 2019,"We need to reach zero net emissions from every sector of the economy including agriculture (which, along with forestry, and land use, is responsible for almost as much greenhouse gas emissions as electricity). https://t.co/Sioivi1R9L",794,1,1,0,1,0,18,0,need reach zero net emissions every sector economy including agriculture along forestry land use responsible almost much greenhouse gas emissions electricity,0.34,0.152,0.848,0.0
Tue Mar 26 18:22:43 +0000 2019,"Most discussions about fighting climate change focus on electricity and the need for renewable energy. De-carbonizing the way we generate electricity would be a huge step, but it won’t be enough to avoid the worst effects of climate change. https://t.co/C4oCIz6iXg",1408,1,2,1,1,0,18,0,discussions fighting climate change focus electricity need renewable energy decarbonizing way generate electricity would huge step wont enough avoid worst effects climate change,0.7254,0.319,0.598,0.083
Mon Mar 25 03:00:01 +0000 2019,"Five years ago, India was declared poliofree. Whenever someone asks me how they did it, I tell them about one of the country’s lowest castes: the Musahar. https://t.co/X6AZTigffl https://t.co/I2Ija5AyKY",1785,1,2,1,1,0,3,0,five years ago india declared poliofree whenever someone asks tell countrys lowest castes musahar,-0.3818,0.0,0.833,0.167
Sun Mar 24 15:20:26 +0000 2019,I’m inspired by Azim Premji’s continued commitment to philanthropy. His latest contribution will make a tremendous impact. https://t.co/IOTiHxtivw,7309,1,1,0,1,0,15,0,inspired azim premjis continued commitment philanthropy latest contribution make tremendous impact,0.7003,0.392,0.608,0.0
Fri Mar 22 13:57:21 +0000 2019,"Thanks to the incredible work of goat nurses, thousands of women in India have an opportunity to lift themselves and their families out of poverty: https://t.co/KzLMfLz5Um https://t.co/6pWqbFRLAT",1312,1,2,1,1,0,13,0,thanks incredible work goat nurses thousands women india opportunity lift families poverty,0.34,0.317,0.5,0.183
Thu Mar 21 14:06:03 +0000 2019,.@SueDHellmann recently sat down with @CDCFound to talk about how our foundation measures the impact of our partners and grantees. It’s worth a listen: https://t.co/DJkkrX2Ytj https://t.co/ptBtRPBaXM,252,1,2,1,1,0,14,0,suedhellmann recently sat cdcfound talk foundation measures impact partners grantees worth listen,0.2263,0.147,0.853,0.0
Wed Mar 20 14:19:28 +0000 2019,"Meet the goat nurses, an incredible team of health workers who help women gain financial independence by raising healthier goats. https://t.co/9yiSjvg7tL",882,1,1,0,1,0,14,0,meet goat nurses incredible team health workers help women gain financial independence raising healthier goats,0.7269,0.319,0.681,0.0
Mon Mar 18 20:00:01 +0000 2019,"2019 marks 150 years since the creation of the periodic table. Whenever people visit my office, I like to show them my favorite version. It’s made out of samples of each element, and reminds me every day of why I’m so fascinated by science and technology: https://t.co/d5sYO9ehUE https://t.co/1dVHpF9jCg",2236,1,2,1,1,0,20,0,2019 marks 150 years since creation periodic table whenever people visit office like show favorite version made samples element reminds every day fascinated science technology,0.8658,0.338,0.662,0.0
Sun Mar 17 23:56:00 +0000 2019,"If you believe innovation is for everyone, then I have a list for you: 10 challenges that the world needs your ideas to help solve. https://t.co/fnV9s61Lk3",5819,1,1,0,1,0,23,0,believe innovation everyone list 10 challenges world needs ideas help solve,0.7506,0.545,0.455,0.0
Sat Mar 16 15:11:51 +0000 2019,Diversity is good for innovation. This is a great conversation between @robotsmarts and @timnitGebru on the importance of representation and female leadership in tech. https://t.co/21uMzF5Ofk,763,1,1,0,1,0,15,0,diversity good innovation great conversation robotsmarts timnitgebru importance representation female leadership tech,0.9022,0.602,0.398,0.0
Fri Mar 15 12:00:02 +0000 2019,"If you want to discover what makes a school great, there’s no substitute for spending time in the classroom. I learned a lot from the students and teachers at this Chicago school: https://t.co/hN6zJEnjQW https://t.co/pL5cHJCejq",906,1,2,1,1,0,12,0,want discover makes school great theres substitute spending time classroom learned lot students teachers chicago school,0.6597,0.278,0.722,0.0
Thu Mar 14 14:00:02 +0000 2019,Medical advances should be available to everyone who needs them. That’s why I’m excited about an inexpensive blood test that could help doctors predict if a baby will be born prematurely. This information would undoubtedly save lives. https://t.co/GsCYZU7gqs,1044,1,1,0,1,0,14,0,medical advances available everyone needs thats excited inexpensive blood test could help doctors predict baby born prematurely information would undoubtedly save lives,0.8074,0.304,0.696,0.0
Wed Mar 13 18:50:33 +0000 2019,It’s great to see leaders in Washington talking about accelerating energy innovation to fight climate change. This op-ed from @lisamurkowski and @Sen_JoeManchin is worth reading. https://t.co/Z45BIXBLVq,554,1,1,0,1,0,18,0,great see leaders washington talking accelerating energy innovation fight climate change oped lisamurkowski senjoemanchin worth reading,0.7964,0.44,0.453,0.107
Tue Mar 12 13:33:56 +0000 2019,"I was lucky to be a young person when the digital revolution was just getting under way, and my Microsoft colleagues and I had the chance to help shape it. Celebrating #Web30 leaves me feeling nostalgic about 1995. https://t.co/krIFxTGd1q",2452,1,1,0,1,0,13,1,lucky young person digital revolution getting way microsoft colleagues chance help shape celebrating web30 leaves feeling nostalgic 1995,0.8934,0.494,0.506,0.0
Sun Mar 10 17:28:52 +0000 2019,"Behind every progress report is a student story. As Yusef — a senior at North-Grand High School in Chicago — told me, he is “seeing himself clearly” in ways he couldn’t before thanks to better data about his progress: https://t.co/zlGlEZPZPE https://t.co/yeKQdwXL9T",507,1,2,1,1,0,17,0,behind every progress report student story yusef senior northgrand high school chicago told seeing clearly ways couldnt thanks better data progress,0.5405,0.285,0.55,0.165
Fri Oct 18 18:58:48 +0000 2019,Very inspiring to see the historic #AllWomanSpacewalk - hopefully just the first of many to come. Congrats @Astro_Christina and @Astro_Jessica on your success today!,182,1,1,0,1,0,18,1,inspiring see historic allwomanspacewalk hopefully first many come congrats astrochristina astrojessica success today,0.9118,0.583,0.417,0.0
Tue Oct 15 15:29:13 +0000 2019,"Very excited to introduce our latest family of #MadebyGoogle hardware: Pixel 4, Nest Mini, Nest Wifi, Pixelbook Go &amp; Pixel Buds - all designed to work together for a seamless, consistent experience, helping you whether you're at home or on the go. https://t.co/7hTYFAhDXl",773,1,1,0,1,0,15,1,excited introduce latest family madebygoogle hardware pixel 4 nest mini nest wifi pixelbook go amp pixel buds designed work together seamless consistent experience helping whether youre home go,0.5574,0.155,0.845,0.0
Mon Oct 07 16:39:11 +0000 2019,"Today we’re kicking off our 3rd #ImpactChallengeBayArea: we’ll donate $10M in grants to 35 nonprofits working to improve our communities. Excited to see the ideas that will come up and look forward to the progress we can make together in the Bay Area.
https://t.co/fgFnDwnVDz",151,1,1,0,1,0,16,1,today kicking 3rd impactchallengebayarea well donate 10m grants 35 nonprofits working improve communities excited see ideas come look forward progress make together bay area,0.8779,0.389,0.611,0.0
Wed Oct 02 18:46:47 +0000 2019,"Building on the privacy &amp; security features discussed at #io19, this week we're rolling out Incognito mode on Maps, Auto-delete in YouTube, simpler privacy controls, and even more protection for your passwords with a new Password Checkup feature.
https://t.co/RY8FN966jY",258,1,1,0,1,0,18,1,building privacy amp security features discussed io19 week rolling incognito mode maps autodelete youtube simpler privacy controls even protection passwords new password checkup feature,0.34,0.094,0.906,0.0
Sat Sep 28 03:41:45 +0000 2019,"Thanks for all the Google 21st birthday wishes but more importantly, thank you to our users and partners for all your support. We will keep working hard to build a more helpful Google for everyone. https://t.co/Kf4Yz3EaP6",1240,1,2,1,1,0,3,0,thanks google 21st birthday wishes importantly thank users partners support keep working hard build helpful google everyone,0.9081,0.565,0.382,0.053
Thu Sep 26 17:01:09 +0000 2019,"Happy 5th birthday to Google Classroom! Thank you to all of the educators who have given us helpful feedback over the years, and to the 40 million teachers and students using Classroom around the world. 
https://t.co/CQ0180BfEu",378,1,1,0,1,0,17,0,happy 5th birthday google classroom thank educators given us helpful feedback years 40 million teachers students using classroom around world,0.8402,0.346,0.654,0.0
Tue Sep 24 16:02:55 +0000 2019,"Detecting deepfakes is one of the most important challenges ahead of us. Following our release of a synthetic audio dataset in Jan, we're releasing a large dataset of visual deepfakes to support researchers working on synthetic video detection #GoogleAI
https://t.co/sDW7BP34qL",599,1,1,0,1,0,16,1,detecting deepfakes important challenges ahead us following release synthetic audio dataset jan releasing large dataset visual deepfakes support researchers working synthetic video detection googleai,0.5859,0.216,0.784,0.0
Fri Sep 20 12:58:25 +0000 2019,"Great discussion at our new digital skills hub hosted by Minister @KatriKulmuni with govt &amp; business leaders from across the Nordic region on the issues of technology, the future of work &amp; digital skills. Happy I also got to chat with some of the students in our trainings there! https://t.co/xREFAmQFaj",97,1,2,1,1,0,12,0,great discussion new digital skills hub hosted minister katrikulmuni govt amp business leaders across nordic region issues technology future work amp digital skills happy also got chat students trainings,0.8316,0.224,0.776,0.0
Fri Sep 20 09:59:43 +0000 2019,"While in Finland, we also announced new details of our largest corporate purchase of renewable energy in history - nearly half of the megawatts produced will be in Europe and enable investments in the EU of more than €1 billion",93,1,1,0,1,0,9,0,finland also announced new details largest corporate purchase renewable energy history nearly half megawatts produced europe enable investments eu 1 billion,0.2732,0.1,0.9,0.0
Fri Sep 20 09:59:41 +0000 2019,"Hei from Helsinki! Met with Finnish PM @AnttiRinnepj today as we announced €3B to expand data centers in Europe over 2 years. We’re also making a $2M grant to @Nesta_UK for digital training partnerships with trade unions in Finland and 4 EU countries.
https://t.co/vBgBvrbA7S https://t.co/hzPXny3UyX",249,1,2,1,1,0,9,0,hei helsinki met finnish pm anttirinnepj today announced 3b expand data centers europe 2 years also making 2m grant nestauk digital training partnerships trade unions finland 4 eu countries,0.5859,0.161,0.839,0.0
Fri Sep 20 09:55:51 +0000 2019,"@AnttiRinnepj @Google Finland is a great example of how the internet can help drive economic growth, and we look forward to partnering with the Finnish government in the months and years ahead. Together, we can make sure everyone benefits from a strong and sustainable digital economy.",17,1,1,0,1,0,9,0,anttirinnepj google finland great example internet help drive economic growth look forward partnering finnish government months years ahead together make sure everyone benefits strong sustainable digital economy,0.9485,0.456,0.544,0.0
Thu Sep 19 20:24:57 +0000 2019,"We've been carbon neutral since 2007 and today, we're proud to share that Google is making our largest purchase of renewable energy ever. In all, our global portfolio of 52 renewable energy projects is driving $7B+ in new construction &amp; thousands of jobs. https://t.co/le3roYknck",1129,1,1,0,1,0,20,0,weve carbon neutral since 2007 today proud share google making largest purchase renewable energy ever global portfolio 52 renewable energy projects driving 7b new construction amp thousands jobs,0.8176,0.284,0.716,0.0
Thu Sep 19 07:15:54 +0000 2019,"At #GoogleForIndia today, we announced Google Research India - a new AI research team in Bangalore that will focus on advancing computer science &amp; applying AI research to solve big problems in healthcare, agriculture, education, and more. #GoogleAI 
https://t.co/hNlwhhxhVx",2235,1,1,0,1,0,7,2,googleforindia today announced google research india new ai research team bangalore focus advancing computer science amp applying ai research solve big problems healthcare agriculture education googleai,-0.2263,0.063,0.842,0.095
Thu Sep 12 19:49:37 +0000 2019,"This National #RecoveryMonth, we’ve launched a new site to share tools and resources on addiction treatment and recovery, including maps to help find relevant support in your community. https://t.co/FLCTwHdOw4",169,1,1,0,1,0,19,1,national recoverymonth weve launched new site share tools resources addiction treatment recovery including maps help find relevant support community,0.7964,0.378,0.622,0.0
Tue Sep 10 14:06:39 +0000 2019,"Proud @MayoClinic has selected Google as its strategic partner on health innovation. We’re honored that @GoogleCloud &amp; our technologies can help play a role as Mayo continues to advance medical research, virtual care &amp; disease treatment to save more lives.
https://t.co/oEy9WbRQni",393,1,1,0,1,0,14,0,proud mayoclinic selected google strategic partner health innovation honored googlecloud amp technologies help play role mayo continues advance medical research virtual care amp disease treatment save lives,0.9638,0.512,0.488,0.0
Mon Sep 09 21:09:08 +0000 2019,"Heartbreaking to see the devastation that #HurricaneDorian has caused to the Bahamas and the US. We’re donating to support relief &amp; recovery efforts, and also sending Googler volunteers as part of @Googleorg
Crisis Response to help restore connectivity in the Bahamas.",149,1,1,0,1,0,21,1,heartbreaking see devastation hurricanedorian caused bahamas us donating support relief amp recovery efforts also sending googler volunteers part googleorg crisis response help restore connectivity bahamas,-0.0516,0.277,0.466,0.256
Mon Sep 09 17:09:23 +0000 2019,"In April, we open-sourced MLIR, which enables machine learning models to be consistently represented &amp; executed on hardware. Today we’re contributing the project to the LLVM Foundation to further help the standardization &amp; advancement of ML globally. 
https://t.co/8QvOLuShDh",722,1,1,0,1,0,17,0,april opensourced mlir enables machine learning models consistently represented amp executed hardware today contributing project llvm foundation help standardization amp advancement ml globally,0.4019,0.109,0.891,0.0
Tue Sep 03 17:31:25 +0000 2019,"RT @LaurenGoode: Android 10 has officially arrived. Even though Google has ditched the dessert theme, some of these updates are...pretty sw…",132,1,1,0,1,0,17,0,rt laurengoode android 10 officially arrived even though google ditched dessert theme updates arepretty sw,0.0,0.0,1.0,0.0
Tue Aug 27 16:33:15 +0000 2019,"Excited to see the first Chromebook Enterprise devices on sale today, built in partnership with @Dell and bringing the speed and security of Chrome OS to business users 
https://t.co/RhqYSixwg6",520,1,1,0,1,0,16,0,excited see first chromebook enterprise devices sale today built partnership dell bringing speed security chrome os business users,0.5859,0.231,0.769,0.0
Thu Aug 22 16:55:02 +0000 2019,Quite the quote:) https://t.co/VzsbtxoZnv,759,1,1,0,1,0,16,0,quite quote,0.0,0.0,1.0,0.0
Tue Aug 20 16:12:05 +0000 2019,"Starting today, our lightweight search app #GoogleGo will be available globally on the @GooglePlay store. As demo'd at #io19, Lens in #GoogleGo can help translate and search the words you see around you, and even read them aloud.
https://t.co/rAjR34KznM",640,1,1,0,1,0,16,3,starting today lightweight search app googlego available globally googleplay store demod io19 lens googlego help translate search words see around even read aloud,0.4019,0.109,0.891,0.0
Thu Aug 15 18:56:23 +0000 2019,"Inspiring to see such a breakthrough. +1 to research and science!

https://t.co/zb8bN6M70a",444,1,1,0,1,0,18,0,inspiring see breakthrough 1 research science,0.4215,0.412,0.588,0.0
Wed Jul 24 13:29:10 +0000 2019,"Today at #GoogleforNigeria, we announced Gallery Go - designed for those who don’t have a reliable internet connection, it brings many of the best @GooglePhotos features on device to help you find, edit and manage your photos even when you’re offline
https://t.co/9H4HkhlvES",303,1,1,0,1,0,13,1,today googlefornigeria announced gallery go designed dont reliable internet connection brings many best googlephotos features device help find edit manage photos even youre offline,0.7506,0.235,0.714,0.051
Tue Jul 23 16:16:55 +0000 2019,"Proud that @GoogleStartups is partnering with @veteran_capital, @patriotbootcamp &amp; @TheBunkerLabs to support veterans and military spouses at every stage of their transitions to tech 
https://t.co/qrgwSEEr5G",168,1,1,0,1,0,16,0,proud googlestartups partnering veterancapital patriotbootcamp amp thebunkerlabs support veterans military spouses every stage transitions tech,0.7003,0.309,0.691,0.0
Sun Jul 21 04:20:05 +0000 2019,"RT @justinesherry: Holy mackerel, while my power is out... The Pixel 3a NightSight is truly amaze. It is super dark in here -- almost black…",80,1,1,0,1,0,4,0,rt justinesherry holy mackerel power pixel 3a nightsight truly amaze super dark almost black,0.8834,0.484,0.516,0.0
Fri Jul 19 03:49:19 +0000 2019,"Margaret Hamilton led the team that developed the onboard flight software for all of NASA’s manned #Apollo missions, including the historic #Apollo11 moon landing. We’re honoring her contributions to Apollo &amp; software engineering with this moonlit tribute

https://t.co/iWfd6pKJQ9 https://t.co/4aHDQ0HCCi",500,1,2,1,1,0,3,2,margaret hamilton led team developed onboard flight software nasas manned apollo missions including historic apollo11 moon landing honoring contributions apollo amp software engineering moonlit tribute,0.5106,0.121,0.879,0.0
Sun Jul 14 18:03:13 +0000 2019,"Tiebreak #WimbledonFinal and superover #CricketWorldCupFinal , can't script this!!",7717,1,1,0,1,0,18,2,tiebreak wimbledonfinal superover cricketworldcupfinal cant script,0.0,0.0,1.0,0.0
Mon Jul 08 12:28:28 +0000 2019,"#CodewithGoogle is our new initiative to expand access to computer science education with a focus on training, resources, and community for teachers: https://t.co/GWcK3njjKA

https://t.co/ujScNFjJnK",495,1,1,0,1,0,12,1,codewithgoogle new initiative expand access computer science education focus training resources community teachers,0.3182,0.161,0.839,0.0
Sun Jul 07 17:44:51 +0000 2019,Congrats @USWNT on your #wwc19 win! Epic tournament and so well-deserved ⭐⭐⭐⭐,181,1,1,0,1,0,17,1,congrats uswnt wwc19 win epic tournament welldeserved,0.802,0.59,0.41,0.0
Wed Jul 03 11:58:17 +0000 2019,"@sachin_rt As Mahi bhai would say, ""Bahut Badhiya""😀😀Pleasure watching the game with you, brought back great memories, till next time 🏏",2097,1,1,0,1,0,11,0,sachinrt mahi bhai would say bahut badhiyapleasure watching game brought back great memories till next time,0.6249,0.215,0.785,0.0
Sun Jun 30 20:37:35 +0000 2019,@Aggerscricket It was a real pleasure @Aggerscricket to see you in action and thanks for having me!,20,1,1,0,1,0,20,0,aggerscricket real pleasure aggerscricket see action thanks,0.765,0.569,0.431,0.0
Fri Jun 28 22:10:29 +0000 2019,@stephengillett @chroniclesec Excited to welcome @chroniclesec to Cloud and look forward to working with you all!,18,1,1,0,1,0,22,0,stephengillett chroniclesec excited welcome chroniclesec cloud look forward working,0.6597,0.435,0.565,0.0
Fri Jun 28 21:42:05 +0000 2019,What an exciting match - great game @equipedefrance and congrats @USWNT on a huge win!,109,1,1,0,1,0,21,0,exciting match great game equipedefrance congrats uswnt huge win,0.9501,0.808,0.192,0.0
Fri Jun 21 04:51:04 +0000 2019,"Congrats @stewart, always admired your product focus and vision and wish you continued success! @SlackHQ",128,1,1,0,1,0,4,0,congrats stewart always admired product focus vision wish continued success slackhq,0.9337,0.716,0.284,0.0
Tue Jun 18 21:24:02 +0000 2019,"@Scott_Wiener @Google Thanks, @Scott_Wiener. We look forward to working with you on this.",4,1,1,0,1,0,21,0,scottwiener google thanks scottwiener look forward working,0.4404,0.326,0.674,0.0
Tue Jun 18 21:23:18 +0000 2019,@sliccardo @Google Glad to do our part to support our future neighbors in San Jose,8,1,1,0,1,0,21,0,sliccardo google glad part support future neighbors san jose,0.6908,0.449,0.551,0.0
Tue Jun 18 21:22:13 +0000 2019,@RepRoKhanna Thank you Congressman Khanna for your support and partnership,0,1,1,0,1,0,21,0,reprokhanna thank congressman khanna support partnership,0.6369,0.565,0.435,0.0
Tue Jun 18 21:21:04 +0000 2019,"@CAgovernor @Google @GavinNewsom Thanks, Governor @GavinNewsom - we look forward to working with you on this important initiative",27,1,1,0,1,0,21,0,cagovernor google gavinnewsom thanks governor gavinnewsom look forward working important initiative,0.5719,0.343,0.657,0.0
Tue Jun 18 16:02:16 +0000 2019,"Google started in the SF Bay Area, and we know our responsibility to help starts at home: we’re making a $1B investment to enable the development of 20K new homes in the region at all income levels, including affordable housing options in the next 10 years https://t.co/vVEYOFIUm5",1163,1,1,0,1,0,16,0,google started sf bay area know responsibility help starts home making 1b investment enable development 20k new homes region income levels including affordable housing options next 10 years,0.4019,0.091,0.909,0.0
